Subject,Age,Sex,Language,Knower_level,cite,method,Experiment,lab
one-one_139,60.648870636,M,English,4,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_140,46.620123204,F,English,3,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_141,42.940451748,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_142,37.913757696,F,English,1,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_143,41.462012316,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_144,46.75154004,F,English,3,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_145,52.041067764000005,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_146,42.480492815999995,F,English,2,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_147,39.063655032,F,English,3,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_148,42.250513344,M,English,4,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_149,48.919917864,M,English,3,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_150,41.724846,F,English,0,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_151,52.271047224,F,English,5,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_153,46.225872684,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_154,40.246406568,F,English,1,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_155,40.147843944,M,English,0,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_157,41.954825459999995,M,English,1,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_159,38.472279264,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_160,36.106776180000004,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_162,51.909650928000005,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_164,52.960985628,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_165,47.375770020000004,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_166,44.353182756,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_168,48.591375768,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_169,56.312114988,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_172,44.813141688,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
one-one_173,41.13347022,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
100519-E2,38.932238196,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
100619-G,50.529774132,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
100619-LY,37.815195072,M,English,2,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
100619-J,43.761806976,M,English,3,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
100619-EV,39.490759752,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
101419-AR,55.556468171999995,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
101419-CP,42.907597536000004,M,English,1,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
101919-MW,47.17864476,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
101919-MN,46.587268992000006,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
101919-E,59.69609856,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
101919-I,56.73921970799999,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
101919-SL,54.636550308,M,English,4,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
102719-I,56.443531824,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
102619-M,48.624229979999996,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
102619-H,52.533880908,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
102719-E,52.79671458,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
110219-LC,40.837782336000004,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
110219-KS,51.712525668000005,M,English,4,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
110219-MH,58.316221764000005,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
110319-A,41.13347022,M,English,3,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
110219-K,55.260780288,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
110219-G,51.613963043999995,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
110219-MR,51.416837783999995,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
110219-ZL,51.909650928000005,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
111019-L,52.303901436000004,M,English,4,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
111019-M,54.012320328,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
111019-C,38.373716628,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112219-D,59.13757700400001,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112219-F,52.303901436000004,M,English,2,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112219-L,50.004106776,M,English,3,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112219-E,55.359342912,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112319-NM,44.484599592,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112319-LM,44.484599592,F,English,4,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112319-A,59.663244348000006,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112319-LD,55.687885007999995,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112319-J,38.505133476,M,English,2,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112319-LW,41.067761808,F,English,1,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
102619-NI,48.985626288,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112419-W,47.441478444,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
113019-K,43.531827516,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
113019-G,51.515400408000005,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
113019-M,54.308008212000004,F,English,3,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
113019-LK,60.714579060000005,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
113019-S2,48.394250508,F,English,5,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
113019-MD,52.665297744,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112119-LM,38.275154004,F,English,2,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112119-SK,55.09650924,F,English,0,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112119-ZM,39.655030800000006,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112119-RM,51.055441476,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112619-NM,52.238193024000005,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112619-NiM,50.59548254399999,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112619-LG,50.036960988,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
112619-AS,48.689938404,F,English,4,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
121519-GG,46.258726896,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
11220-I,50.98973306399999,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
11220-B (no video),59.334702264,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
11220-?,NA,M,English,2,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
11920-NP,36.862422996,F,English,2,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
11920-G,39.556468175999996,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
11920-R,56.312114988,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
12620-Z,54.373716636,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
12620-J,47.441478444,M,English,5K,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
12620-H,52.99383984000001,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
12620-H2,47.868583164,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
12620-L,48.919917864,F,English,4K,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
2220-A,45.995893224,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
2220-I,59.13757700400001,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
2220-P,38.570841888,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020520-JB,43.40041068,F,English,1,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020520-AM,44.550308004,F,English,Non,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020520-EM,44.45174538,M,English,0,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020520-DE,45.70020534,M,English,3,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020520-EMH,48.361396307999996,F,English,1,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020520-JB2,38.340862428,M,English,3,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020520-DL,47.474332644,M,English,Non,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020520-JZ,46.390143732,F,English,1,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020520-SJ,47.737166328,F,English,Non,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020520-EC,56.60780287199999,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020520-AS,60.024640656,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020720-Q,59.07186858,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020720-J,51.94250512800001,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020720-T,47.474332644,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020720-T2,53.256673512000006,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020720-K,60.977412732000005,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020720-E,55.786447644,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020720-JO,48.788501028,M,English,4,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020720-AM,47.474332644,F,English,2,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020720-LM,48.788501028,M,English,5,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020720-TS,47.474332644,F,English,3,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020720-CVC,65.44558521600001,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020720-SJ,52.172484600000004,M,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
020720-PT,55.687885007999995,F,English,CP,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. ",titrated,Schneider_Barner_UnderReview,Barner
