SubjID,Age,Gender,Titrated_request,titrated_answer,titrated_KL,nontitrated_order,nontitrated_request,nontitrated_answer,nontitrated_KL
011720-SF,3.61,M,4,4,4K,1,4,4,4K
011720-SF,3.61,M,5,5,4K,1,2,2,4K
011720-SF,3.61,M,6,10,4K,1,3,3,4K
011720-SF,3.61,M,NA,NA,4K,1,1,1,4K
011720-SF,3.61,M,NA,NA,4K,1,3,3,4K
011720-SF,3.61,M,NA,NA,4K,1,4,4,4K
011720-SF,3.61,M,NA,NA,4K,1,6,4,4K
011720-SF,3.61,M,NA,NA,4K,1,2,2,4K
011620-B,3.79,M,1,1,1K,1,6,6,2K
011620-B,3.79,M,2,2,1K,1,3,5,2K
011620-B,3.79,M,3,4,1K,1,2,2,2K
011620-B,3.79,M,2,2,1K,1,4,7,2K
011620-B,3.79,M,3,2,1K,1,1,1,2K
011620-B,3.79,M,2,2,1K,1,1,1,2K
011620-B,3.79,M,3,2,1K,1,6,6,2K
011620-B,3.79,M,1,1,1K,1,4,6,2K
011620-B,3.79,M,1,1,1K,1,2,2,2K
011620-B,3.79,M,NA,NA,1K,1,3,4,2K
011620-B,3.79,M,NA,NA,1K,1,1,1,2K
011620-B,3.79,M,NA,NA,1K,1,3,3,2K
011620-B,3.79,M,NA,NA,1K,1,4,4,2K
011620-B,3.79,M,NA,NA,1K,1,6,4,2K
011620-B,3.79,M,NA,NA,1K,1,2,2,2K
011720-R,2.44,M,1,10,0K,2,1,10,0K
011720-R,2.44,M,1,10,0K,2,6,10,0K
011720-R,2.44,M,NA,NA,0K,2,4,10,0K
011720-R,2.44,M,NA,NA,0K,2,2,10,0K
011720-R,2.44,M,NA,NA,0K,2,3,10,0K
011720-R,2.44,M,NA,NA,0K,2,1,10,0K
011720-R,2.44,M,NA,NA,0K,2,3,10,0K
011720-R,2.44,M,NA,NA,0K,2,4,10,0K
011720-R,2.44,M,NA,NA,0K,2,6,10,0K
011720-R,2.44,M,NA,NA,0K,2,2,10,0K
011720-R,2.44,M,NA,NA,0K,2,6,10,0K
011720-R,2.44,M,NA,NA,0K,2,3,10,0K
011720-R,2.44,M,NA,NA,0K,2,2,10,0K
011720-R,2.44,M,NA,NA,0K,2,4,10,0K
011720-R,2.44,M,NA,NA,0K,2,1,10,0K
011720-BB,3.36,F,1,1,CP,1,6,6,CP
011720-BB,3.36,F,2,2,CP,1,3,3,CP
011720-BB,3.36,F,3,3,CP,1,2,2,CP
011720-BB,3.36,F,4,4,CP,1,4,4,CP
011720-BB,3.36,F,5,6,CP,1,1,1,CP
011720-BB,3.36,F,4,4,CP,1,1,1,CP
011720-BB,3.36,F,5,5,CP,1,6,6,CP
011720-BB,3.36,F,6,6,CP,1,4,4,CP
011720-BB,3.36,F,6,6,CP,1,2,2,CP
011720-BB,3.36,F,5,5,CP,1,3,3,CP
011720-BB,3.36,F,NA,NA,CP,1,1,1,CP
011720-BB,3.36,F,NA,NA,CP,1,3,3,CP
011720-BB,3.36,F,NA,NA,CP,1,4,4,CP
011720-BB,3.36,F,NA,NA,CP,1,6,6,CP
011720-BB,3.36,F,NA,NA,CP,1,2,2,CP
011720-J,3.33,F,1,1,CP,2,1,1,CP
011720-J,3.33,F,2,2,CP,2,6,4,CP
011720-J,3.33,F,3,3,CP,2,4,4,CP
011720-J,3.33,F,4,4,CP,2,2,2,CP
011720-J,3.33,F,5,5,CP,2,3,3,CP
011720-J,3.33,F,6,6,CP,2,1,1,CP
011720-J,3.33,F,6,6,CP,2,3,3,CP
011720-J,3.33,F,6,6,CP,2,4,4,CP
011720-J,3.33,F,NA,NA,CP,2,6,6,CP
011720-J,3.33,F,NA,NA,CP,2,2,2,CP
011720-J,3.33,F,NA,NA,CP,2,6,6,CP
011720-J,3.33,F,NA,NA,CP,2,3,3,CP
011720-J,3.33,F,NA,NA,CP,2,2,2,CP
011720-J,3.33,F,NA,NA,CP,2,4,4,CP
011720-J,3.33,F,NA,NA,CP,2,1,1,CP
011620-ZC,3.73,M,1,1,CP,2,1,1,4K
011620-ZC,3.73,M,2,2,CP,2,6,6,4K
011620-ZC,3.73,M,3,3,CP,2,4,4,4K
011620-ZC,3.73,M,4,4,CP,2,2,2,4K
011620-ZC,3.73,M,5,5,CP,2,3,3,4K
011620-ZC,3.73,M,6,6,CP,2,1,1,4K
011620-ZC,3.73,M,6,5,CP,2,3,4,4K
011620-ZC,3.73,M,5,5,CP,2,4,4,4K
011620-ZC,3.73,M,6,6,CP,2,6,7,4K
011620-ZC,3.73,M,NA,NA,CP,2,2,2,4K
011620-ZC,3.73,M,NA,NA,CP,2,6,8,4K
011620-ZC,3.73,M,NA,NA,CP,2,3,3,4K
011620-ZC,3.73,M,NA,NA,CP,2,2,2,4K
011620-ZC,3.73,M,NA,NA,CP,2,4,4,4K
011620-ZC,3.73,M,NA,NA,CP,2,1,1,4K
011620-EP,3.79,F,1,1,4K,2,1,1,3K
011620-EP,3.79,F,2,2,4K,2,6,4,3K
011620-EP,3.79,F,3,3,4K,2,4,5,3K
011620-EP,3.79,F,4,4,4K,2,2,2,3K
011620-EP,3.79,F,5,10,4K,2,3,3,3K
011620-EP,3.79,F,4,4,4K,2,1,1,3K
011620-EP,3.79,F,5,10,4K,2,3,3,3K
011620-EP,3.79,F,4,8,4K,2,4,5,3K
011620-EP,3.79,F,3,3,4K,2,6,4,3K
011620-EP,3.79,F,4,6,4K,2,2,2,3K
011620-EP,3.79,F,3,3,4K,2,6,8,3K
011620-EP,3.79,F,NA,NA,4K,2,3,3,3K
011620-EP,3.79,F,NA,NA,4K,2,2,2,3K
011620-EP,3.79,F,NA,NA,4K,2,4,8,3K
011620-EP,3.79,F,NA,NA,4K,2,1,1,3K
011620-LE,2.59,F,1,1,2K,2,1,1,0K
011620-LE,2.59,F,2,2,2K,2,6,2,0K
011620-LE,2.59,F,3,4,2K,2,4,1,0K
011620-LE,2.59,F,2,2,2K,2,2,1,0K
011620-LE,2.59,F,3,5,2K,2,3,2,0K
011620-LE,2.59,F,2,2,2K,2,1,2,0K
011620-LE,2.59,F,NA,NA,2K,2,3,2,0K
011620-LE,2.59,F,NA,NA,2K,2,4,4,0K
011620-LE,2.59,F,NA,NA,2K,2,6,2,0K
011620-LE,2.59,F,NA,NA,2K,2,2,2,0K
011620-LE,2.59,F,NA,NA,2K,2,6,3,0K
011620-LE,2.59,F,NA,NA,2K,2,3,2,0K
011620-LE,2.59,F,NA,NA,2K,2,2,2,0K
011620-LE,2.59,F,NA,NA,2K,2,4,2,0K
011620-LE,2.59,F,NA,NA,2K,2,1,2,0K
011720-D,3.95,M,1,1,CP,2,1,1,3K
011720-D,3.95,M,2,2,CP,2,6,6,3K
011720-D,3.95,M,3,3,CP,2,4,8,3K
011720-D,3.95,M,4,4,CP,2,2,2,3K
011720-D,3.95,M,5,5,CP,2,3,4,3K
011720-D,3.95,M,6,6,CP,2,1,1,3K
011720-D,3.95,M,6,6,CP,2,3,3,3K
011720-D,3.95,M,6,6,CP,2,4,4,3K
011720-D,3.95,M,NA,NA,CP,2,6,6,3K
011720-D,3.95,M,NA,NA,CP,2,2,2,3K
011720-D,3.95,M,NA,NA,CP,2,6,6,3K
011720-D,3.95,M,NA,NA,CP,2,3,3,3K
011720-D,3.95,M,NA,NA,CP,2,2,2,3K
011720-D,3.95,M,NA,NA,CP,2,4,5,3K
011720-D,3.95,M,NA,NA,CP,2,1,1,3K
011720-AV,2.46,M,1,1,1K,2,1,1,1K
011720-AV,2.46,M,2,10,1K,2,6,10,1K
011720-AV,2.46,M,1,1,1K,2,4,10,1K
011720-AV,2.46,M,2,10,1K,2,2,2,1K
011720-AV,2.46,M,1,1,1K,2,3,7,1K
011720-AV,2.46,M,NA,NA,1K,2,1,1,1K
011720-AV,2.46,M,NA,NA,1K,2,3,10,1K
011720-AV,2.46,M,NA,NA,1K,2,4,2,1K
011720-AV,2.46,M,NA,NA,1K,2,6,10,1K
011720-AV,2.46,M,NA,NA,1K,2,2,2,1K
011720-AV,2.46,M,NA,NA,1K,2,6,10,1K
011720-AV,2.46,M,NA,NA,1K,2,3,10,1K
011720-AV,2.46,M,NA,NA,1K,2,2,10,1K
011720-AV,2.46,M,NA,NA,1K,2,4,2,1K
011720-AV,2.46,M,NA,NA,1K,2,1,1,1K
011720-MA,3.58,F,1,1,2K,2,1,1,2K
011720-MA,3.58,F,2,2,2K,2,6,6,2K
011720-MA,3.58,F,3,7,2K,2,4,6,2K
011720-MA,3.58,F,2,2,2K,2,2,2,2K
011720-MA,3.58,F,3,7,2K,2,3,6,2K
011720-MA,3.58,F,NA,NA,2K,2,1,1,2K
011720-MA,3.58,F,NA,NA,2K,2,3,5,2K
011720-MA,3.58,F,NA,NA,2K,2,4,8,2K
011720-MA,3.58,F,NA,NA,2K,2,6,7,2K
011720-MA,3.58,F,NA,NA,2K,2,2,2,2K
011720-MA,3.58,F,NA,NA,2K,2,6,7,2K
011720-MA,3.58,F,NA,NA,2K,2,3,8,2K
011720-MA,3.58,F,NA,NA,2K,2,2,2,2K
011720-MA,3.58,F,NA,NA,2K,2,4,8,2K
011720-MA,3.58,F,NA,NA,2K,2,1,1,2K
011620-CH,3.25,F,1,1,CP,2,1,1,CP
011620-CH,3.25,F,2,2,CP,2,6,6,CP
011620-CH,3.25,F,3,3,CP,2,4,4,CP
011620-CH,3.25,F,4,4,CP,2,2,2,CP
011620-CH,3.25,F,5,5,CP,2,3,3,CP
011620-CH,3.25,F,6,6,CP,2,1,1,CP
011620-CH,3.25,F,6,6,CP,2,3,3,CP
011620-CH,3.25,F,6,6,CP,2,4,4,CP
011620-CH,3.25,F,NA,NA,CP,2,6,6,CP
011620-CH,3.25,F,NA,NA,CP,2,2,2,CP
011620-CH,3.25,F,NA,NA,CP,2,6,6,CP
011620-CH,3.25,F,NA,NA,CP,2,3,3,CP
011620-CH,3.25,F,NA,NA,CP,2,2,2,CP
011620-CH,3.25,F,NA,NA,CP,2,4,4,CP
011620-CH,3.25,F,NA,NA,CP,2,1,1,CP
011620-Z,3.66,M,1,1,1K,1,6,2,0K
011620-Z,3.66,M,2,2,1K,1,3,2,0K
011620-Z,3.66,M,3,2,1K,1,2,1,0K
011620-Z,3.66,M,2,1,1K,1,4,2,0K
011620-Z,3.66,M,1,1,1K,1,1,1,0K
011620-Z,3.66,M,2,2,1K,1,1,1,0K
011620-Z,3.66,M,3,2,1K,1,6,1,0K
011620-Z,3.66,M,2,3,1K,1,4,2,0K
011620-Z,3.66,M,NA,NA,1K,1,2,5,0K
011620-Z,3.66,M,NA,NA,1K,1,3,1,0K
011620-Z,3.66,M,NA,NA,1K,1,1,1,0K
011620-Z,3.66,M,NA,NA,1K,1,3,2,0K
011620-Z,3.66,M,NA,NA,1K,1,4,2,0K
011620-Z,3.66,M,NA,NA,1K,1,6,2,0K
011620-Z,3.66,M,NA,NA,1K,1,2,3,0K
011620-TR,3.41,M,1,1,3K,1,6,10,4K
011620-TR,3.41,M,2,2,3K,1,3,3,4K
011620-TR,3.41,M,3,3,3K,1,2,2,4K
011620-TR,3.41,M,4,4,3K,1,4,4,4K
011620-TR,3.41,M,5,6,3K,1,1,1,4K
011620-TR,3.41,M,4,5,3K,1,1,1,4K
011620-TR,3.41,M,3,3,3K,1,6,10,4K
011620-TR,3.41,M,4,5,3K,1,4,4,4K
011620-TR,3.41,M,NA,NA,3K,1,2,2,4K
011620-TR,3.41,M,NA,NA,3K,1,3,3,4K
011620-TR,3.41,M,NA,NA,3K,1,1,1,4K
011620-TR,3.41,M,NA,NA,3K,1,3,3,4K
011620-TR,3.41,M,NA,NA,3K,1,4,6,4K
011620-TR,3.41,M,NA,NA,3K,1,6,10,4K
011620-TR,3.41,M,NA,NA,3K,1,2,2,4K
011620-VA,3.41,F,1,1,0K,1,6,10,1K
011620-VA,3.41,F,2,2,0K,1,3,6,1K
011620-VA,3.41,F,3,3,0K,1,2,7,1K
011620-VA,3.41,F,4,2,0K,1,4,9,1K
011620-VA,3.41,F,3,3,0K,1,1,8,1K
011620-VA,3.41,F,4,2,0K,1,1,1,1K
011620-VA,3.41,F,3,2,0K,1,6,6,1K
011620-VA,3.41,F,2,4,0K,1,4,5,1K
011620-VA,3.41,F,1,6,0K,1,2,10,1K
011620-VA,3.41,F,1,8,0K,1,3,1,1K
011620-VA,3.41,F,NA,NA,0K,1,1,1,1K
011620-VA,3.41,F,NA,NA,0K,1,3,5,1K
011620-VA,3.41,F,NA,NA,0K,1,4,4,1K
011620-VA,3.41,F,NA,NA,0K,1,6,4,1K
011620-VA,3.41,F,NA,NA,0K,1,2,5,1K
011620-OC,3.95,F,1,1,CP,1,6,6,CP
011620-OC,3.95,F,2,2,CP,1,3,3,CP
011620-OC,3.95,F,3,3,CP,1,2,2,CP
011620-OC,3.95,F,4,4,CP,1,4,4,CP
011620-OC,3.95,F,5,5,CP,1,1,1,CP
011620-OC,3.95,F,6,6,CP,1,1,1,CP
011620-OC,3.95,F,6,6,CP,1,6,6,CP
011620-OC,3.95,F,6,6,CP,1,4,4,CP
011620-OC,3.95,F,NA,NA,CP,1,2,2,CP
011620-OC,3.95,F,NA,NA,CP,1,3,3,CP
011620-OC,3.95,F,NA,NA,CP,1,1,1,CP
011620-OC,3.95,F,NA,NA,CP,1,3,3,CP
011620-OC,3.95,F,NA,NA,CP,1,4,4,CP
011620-OC,3.95,F,NA,NA,CP,1,6,6,CP
011620-OC,3.95,F,NA,NA,CP,1,2,2,CP
012620-KB,3.46,M,1,1,1K,2,1,1,1K
012620-KB,3.46,M,2,2,1K,2,6,10,1K
012620-KB,3.46,M,3,3,1K,2,4,4,1K
012620-KB,3.46,M,4,3,1K,2,2,2,1K
012620-KB,3.46,M,3,2,1K,2,3,3,1K
012620-KB,3.46,M,2,2,1K,2,1,1,1K
012620-KB,3.46,M,3,2,1K,2,3,2,1K
012620-KB,3.46,M,2,2,1K,2,4,2,1K
012620-KB,3.46,M,NA,NA,1K,2,6,5,1K
012620-KB,3.46,M,NA,NA,1K,2,2,2,1K
012620-KB,3.46,M,NA,NA,1K,2,6,10,1K
012620-KB,3.46,M,NA,NA,1K,2,3,3,1K
012620-KB,3.46,M,NA,NA,1K,2,2,3,1K
012620-KB,3.46,M,NA,NA,1K,2,4,4,1K
012620-KB,3.46,M,NA,NA,1K,2,1,2,1K
012620-HE,2.96,F,1,1,1K,2,1,1,0K
012620-HE,2.96,F,2,2,1K,2,6,3,0K
012620-HE,2.96,F,3,2,1K,2,4,3,0K
012620-HE,2.96,F,2,2,1K,2,2,3,0K
012620-HE,2.96,F,3,2,1K,2,3,8,0K
012620-HE,2.96,F,2,2,1K,2,1,2,0K
012620-HE,2.96,F,1,1,1K,2,3,3,0K
012620-HE,2.96,F,1,1,1K,2,4,10,0K
012620-HE,2.96,F,NA,NA,1K,2,6,10,0K
012620-HE,2.96,F,NA,NA,1K,2,2,10,0K
012620-HE,2.96,F,NA,NA,1K,2,6,10,0K
012620-HE,2.96,F,NA,NA,1K,2,3,10,0K
012620-HE,2.96,F,NA,NA,1K,2,2,10,0K
012620-HE,2.96,F,NA,NA,1K,2,4,10,0K
012620-HE,2.96,F,NA,NA,1K,2,1,10,0K
012620-EW,3.09,F,1,1,3K,2,1,1,3K
012620-EW,3.09,F,2,2,3K,2,6,5,3K
012620-EW,3.09,F,3,3,3K,2,4,6,3K
012620-EW,3.09,F,4,4,3K,2,2,2,3K
012620-EW,3.09,F,5,5,3K,2,3,3,3K
012620-EW,3.09,F,6,4,3K,2,1,1,3K
012620-EW,3.09,F,5,4,3K,2,3,3,3K
012620-EW,3.09,F,4,6,3K,2,4,4,3K
012620-EW,3.09,F,3,3,3K,2,6,4,3K
012620-EW,3.09,F,3,3,3K,2,2,2,3K
012620-EW,3.09,F,NA,NA,3K,2,6,4,3K
012620-EW,3.09,F,NA,NA,3K,2,3,3,3K
012620-EW,3.09,F,NA,NA,3K,2,2,2,3K
012620-EW,3.09,F,NA,NA,3K,2,4,8,3K
012620-EW,3.09,F,NA,NA,3K,2,1,1,3K
012620-TA,3.78,M,1,1,3K,2,1,1,2K
012620-TA,3.78,M,2,2,3K,2,6,5,2K
012620-TA,3.78,M,3,3,3K,2,4,5,2K
012620-TA,3.78,M,4,4,3K,2,2,2,2K
012620-TA,3.78,M,5,7,3K,2,3,3,2K
012620-TA,3.78,M,4,5,3K,2,1,1,2K
012620-TA,3.78,M,3,3,3K,2,3,3,2K
012620-TA,3.78,M,4,6,3K,2,4,5,2K
012620-TA,3.78,M,NA,NA,3K,2,6,5,2K
012620-TA,3.78,M,NA,NA,3K,2,2,2,2K
012620-TA,3.78,M,NA,NA,3K,2,6,3,2K
012620-TA,3.78,M,NA,NA,3K,2,3,3,2K
012620-TA,3.78,M,NA,NA,3K,2,2,2,2K
012620-TA,3.78,M,NA,NA,3K,2,4,3,2K
012620-TA,3.78,M,NA,NA,3K,2,1,1,2K
012620-MC,2.98,M,1,1,3K,2,1,1,4K
012620-MC,2.98,M,2,2,3K,2,6,7,4K
012620-MC,2.98,M,3,3,3K,2,4,8,4K
012620-MC,2.98,M,4,6,3K,2,2,2,4K
012620-MC,2.98,M,3,3,3K,2,3,3,4K
012620-MC,2.98,M,4,5,3K,2,1,1,4K
012620-MC,2.98,M,3,9,3K,2,3,3,4K
012620-MC,2.98,M,NA,NA,3K,2,4,4,4K
012620-MC,2.98,M,NA,NA,3K,2,6,4,4K
012620-MC,2.98,M,NA,NA,3K,2,2,2,4K
012620-MC,2.98,M,NA,NA,3K,2,6,5,4K
012620-MC,2.98,M,NA,NA,3K,2,3,3,4K
012620-MC,2.98,M,NA,NA,3K,2,2,2,4K
012620-MC,2.98,M,NA,NA,3K,2,4,4,4K
012620-MC,2.98,M,NA,NA,3K,2,1,1,4K
012820-R,3.41,M,1,1,2K,1,6,2,1K
012820-R,3.41,M,2,2,2K,1,3,2,1K
012820-R,3.41,M,3,3,2K,1,2,2,1K
012820-R,3.41,M,4,7,2K,1,4,2,1K
012820-R,3.41,M,3,6,2K,1,1,1,1K
012820-R,3.41,M,2,2,2K,1,1,1,1K
012820-R,3.41,M,3,2,2K,1,6,2,1K
012820-R,3.41,M,2,2,2K,1,4,2,1K
012820-R,3.41,M,NA,NA,2K,1,2,4,1K
012820-R,3.41,M,NA,NA,2K,1,3,2,1K
012820-R,3.41,M,NA,NA,2K,1,1,1,1K
012820-R,3.41,M,NA,NA,2K,1,3,2,1K
012820-R,3.41,M,NA,NA,2K,1,4,2,1K
012820-R,3.41,M,NA,NA,2K,1,6,2,1K
012820-R,3.41,M,NA,NA,2K,1,2,2,1K
012820-S,4,F,1,1,1K,2,1,1,1K
012820-S,4,F,2,2,1K,2,6,2,1K
012820-S,4,F,3,3,1K,2,4,5,1K
012820-S,4,F,4,4,1K,2,2,2,1K
012820-S,4,F,5,5,1K,2,3,3,1K
012820-S,4,F,6,4,1K,2,1,1,1K
012820-S,4,F,5,5,1K,2,3,3,1K
012820-S,4,F,4,4,1K,2,4,2,1K
012820-S,4,F,5,4,1K,2,6,3,1K
012820-S,4,F,3,4,1K,2,2,5,1K
012820-S,4,F,2,4,1K,2,6,4,1K
012820-S,4,F,1,1,1K,2,3,2,1K
012820-S,4,F,2,4,1K,2,2,3,1K
012820-S,4,F,NA,NA,1K,2,4,2,1K
012820-S,4,F,NA,NA,1K,2,1,1,1K
012820-Y,3.96,F,1,1,2K,2,1,1,2K
012820-Y,3.96,F,2,2,2K,2,6,4,2K
012820-Y,3.96,F,3,3,2K,2,4,4,2K
012820-Y,3.96,F,4,4,2K,2,2,2,2K
012820-Y,3.96,F,5,3,2K,2,3,5,2K
012820-Y,3.96,F,4,7,2K,2,1,1,2K
012820-Y,3.96,F,3,5,2K,2,3,5,2K
012820-Y,3.96,F,2,2,2K,2,4,4,2K
012820-Y,3.96,F,3,4,2K,2,6,6,2K
012820-Y,3.96,F,2,2,2K,2,2,2,2K
012820-Y,3.96,F,NA,NA,2K,2,6,9,2K
012820-Y,3.96,F,NA,NA,2K,2,3,8,2K
012820-Y,3.96,F,NA,NA,2K,2,2,4,2K
012820-Y,3.96,F,NA,NA,2K,2,4,6,2K
012820-Y,3.96,F,NA,NA,2K,2,1,1,2K
012820-D,3.93,M,1,1,0K,1,6,3,0K
012820-D,3.93,M,2,2,0K,1,3,3,0K
012820-D,3.93,M,3,2,0K,1,2,5,0K
012820-D,3.93,M,2,1,0K,1,4,3,0K
012820-D,3.93,M,1,1,0K,1,1,1,0K
012820-D,3.93,M,2,1,0K,1,1,1,0K
012820-D,3.93,M,1,1,0K,1,6,1,0K
012820-D,3.93,M,NA,NA,0K,1,4,1,0K
012820-D,3.93,M,NA,NA,0K,1,2,2,0K
012820-D,3.93,M,NA,NA,0K,1,3,2,0K
012820-D,3.93,M,NA,NA,0K,1,1,3,0K
012820-D,3.93,M,NA,NA,0K,1,3,3,0K
012820-D,3.93,M,NA,NA,0K,1,4,2,0K
012820-D,3.93,M,NA,NA,0K,1,6,2,0K
012820-D,3.93,M,NA,NA,0K,1,2,1,0K
012820-I,3.52,F,1,1,2K,2,1,1,2K
012820-I,3.52,F,2,2,2K,2,6,5,2K
012820-I,3.52,F,3,4,2K,2,4,5,2K
012820-I,3.52,F,2,2,2K,2,2,2,2K
012820-I,3.52,F,3,4,2K,2,3,5,2K
012820-I,3.52,F,2,3,2K,2,1,1,2K
012820-I,3.52,F,1,1,2K,2,3,5,2K
012820-I,3.52,F,2,2,2K,2,4,7,2K
012820-I,3.52,F,NA,NA,2K,2,6,10,2K
012820-I,3.52,F,NA,NA,2K,2,2,2,2K
012820-I,3.52,F,NA,NA,2K,2,6,10,2K
012820-I,3.52,F,NA,NA,2K,2,3,4,2K
012820-I,3.52,F,NA,NA,2K,2,2,4,2K
012820-I,3.52,F,NA,NA,2K,2,4,10,2K
012820-I,3.52,F,NA,NA,2K,2,1,1,2K