,SID,Age,Sex,Knower_level,highest_count,Experiment,Language
893,072718-SJ,NA,NA,NA,109,Schneider_Barner_2020,English (US)
894,073018-LD,NA,NA,NA,140,Schneider_Barner_2020,English (US)
895,073018-M,NA,NA,NA,49,Schneider_Barner_2020,English (US)
896,073118-BD,NA,NA,NA,59,Schneider_Barner_2020,English (US)
897,073118-EC,NA,NA,NA,49,Schneider_Barner_2020,English (US)
898,073118-EC2,NA,NA,NA,29,Schneider_Barner_2020,English (US)
899,073118-EF,NA,NA,NA,12,Schneider_Barner_2020,English (US)
900,073118-LM,NA,NA,NA,31,Schneider_Barner_2020,English (US)
901,080118-EM,NA,NA,NA,35,Schneider_Barner_2020,English (US)
902,080118-TF,NA,NA,NA,13,Schneider_Barner_2020,English (US)
903,080218-CK,NA,NA,NA,12,Schneider_Barner_2020,English (US)
904,080218-JC,NA,NA,NA,109,Schneider_Barner_2020,English (US)
905,080218-NO,NA,NA,NA,140,Schneider_Barner_2020,English (US)
906,080218-RB,NA,NA,NA,110,Schneider_Barner_2020,English (US)
907,080318-AT,NA,NA,NA,13,Schneider_Barner_2020,English (US)
908,080318-BT,NA,NA,NA,12,Schneider_Barner_2020,English (US)
909,080318-DG,NA,NA,NA,12,Schneider_Barner_2020,English (US)
910,080318-DN,NA,NA,NA,7,Schneider_Barner_2020,English (US)
911,080318-JG,NA,NA,NA,19,Schneider_Barner_2020,English (US)
912,080318-LT,NA,NA,NA,14,Schneider_Barner_2020,English (US)
913,080318-RG,NA,NA,NA,29,Schneider_Barner_2020,English (US)
914,080618-AD,NA,NA,NA,13,Schneider_Barner_2020,English (US)
915,080618-CR,NA,NA,NA,140,Schneider_Barner_2020,English (US)
916,080618-JR,NA,NA,NA,12,Schneider_Barner_2020,English (US)
917,080618-PA,NA,NA,NA,109,Schneider_Barner_2020,English (US)
918,080718-ER,NA,NA,NA,12,Schneider_Barner_2020,English (US)
919,080718-SS,NA,NA,NA,10,Schneider_Barner_2020,English (US)
920,080818-EG,NA,NA,NA,39,Schneider_Barner_2020,English (US)
921,080818-MG,NA,NA,NA,140,Schneider_Barner_2020,English (US)
922,080818-TM,NA,NA,NA,20,Schneider_Barner_2020,English (US)
923,080918-AR,NA,NA,NA,140,Schneider_Barner_2020,English (US)
924,080918-DC,NA,NA,NA,7,Schneider_Barner_2020,English (US)
925,080918-LC,NA,NA,NA,29,Schneider_Barner_2020,English (US)
926,080918-SR,NA,NA,NA,29,Schneider_Barner_2020,English (US)
927,081018-DM,NA,NA,NA,100,Schneider_Barner_2020,English (US)
928,081018-KF,NA,NA,NA,29,Schneider_Barner_2020,English (US)
929,081018-WW,NA,NA,NA,120,Schneider_Barner_2020,English (US)
930,081318-DH,NA,NA,NA,120,Schneider_Barner_2020,English (US)
931,081318-NT,NA,NA,NA,28,Schneider_Barner_2020,English (US)
932,081318-PT,NA,NA,NA,20,Schneider_Barner_2020,English (US)
933,081418-ER,NA,NA,NA,109,Schneider_Barner_2020,English (US)
934,081418-LH,NA,NA,NA,10,Schneider_Barner_2020,English (US)
935,081518-RL,NA,NA,NA,12,Schneider_Barner_2020,English (US)
936,081718-EA,NA,NA,NA,49,Schneider_Barner_2020,English (US)
937,081718-SG,NA,NA,NA,19,Schneider_Barner_2020,English (US)
938,082018-HA,NA,NA,NA,19,Schneider_Barner_2020,English (US)
939,082018-SV,NA,NA,NA,109,Schneider_Barner_2020,English (US)
940,082118-AS,NA,NA,NA,59,Schneider_Barner_2020,English (US)
941,082118-GS,NA,NA,NA,20,Schneider_Barner_2020,English (US)
942,082118-SB,NA,NA,NA,14,Schneider_Barner_2020,English (US)
943,082218-AC,NA,NA,NA,29,Schneider_Barner_2020,English (US)
944,082218-CC,NA,NA,NA,88,Schneider_Barner_2020,English (US)
945,082418-JC,NA,NA,NA,119,Schneider_Barner_2020,English (US)
946,082818-OW,NA,NA,NA,100,Schneider_Barner_2020,English (US)
947,083118-SJ,NA,NA,NA,12,Schneider_Barner_2020,English (US)
948,091818-JB,NA,NA,NA,49,Schneider_Barner_2020,English (US)
949,091918-JT,NA,NA,NA,6,Schneider_Barner_2020,English (US)
950,092018-DH,NA,NA,NA,29,Schneider_Barner_2020,English (US)
951,092018-GG,NA,NA,NA,5,Schneider_Barner_2020,English (US)
952,092018-K,NA,NA,NA,14,Schneider_Barner_2020,English (US)
953,092018-WB,NA,NA,NA,15,Schneider_Barner_2020,English (US)
954,092718-BB,NA,NA,NA,29,Schneider_Barner_2020,English (US)
955,092718-WB,NA,NA,NA,10,Schneider_Barner_2020,English (US)
956,092818-EA,NA,NA,NA,14,Schneider_Barner_2020,English (US)
957,092818-OM,NA,NA,NA,14,Schneider_Barner_2020,English (US)
958,092818-WB,NA,NA,NA,7,Schneider_Barner_2020,English (US)
959,101518-AS,NA,NA,NA,14,Schneider_Barner_2020,English (US)
960,101518-CK,NA,NA,NA,10,Schneider_Barner_2020,English (US)
961,101518-JM,NA,NA,NA,7,Schneider_Barner_2020,English (US)
962,101518-JP,NA,NA,NA,14,Schneider_Barner_2020,English (US)
963,101518-PK,NA,NA,NA,11,Schneider_Barner_2020,English (US)
964,101518-PN,NA,NA,NA,12,Schneider_Barner_2020,English (US)
965,101518-RR,NA,NA,NA,9,Schneider_Barner_2020,English (US)
966,101518-ZM,NA,NA,NA,14,Schneider_Barner_2020,English (US)
967,101618-BW,NA,NA,NA,13,Schneider_Barner_2020,English (US)
968,101618-FO,NA,NA,NA,14,Schneider_Barner_2020,English (US)
969,101618-GB,NA,NA,NA,29,Schneider_Barner_2020,English (US)
970,101618-IP,NA,NA,NA,2,Schneider_Barner_2020,English (US)
971,101618-JJ,NA,NA,NA,14,Schneider_Barner_2020,English (US)
972,101618-PM,NA,NA,NA,29,Schneider_Barner_2020,English (US)
973,101618-SW,NA,NA,NA,29,Schneider_Barner_2020,English (US)
974,101618-WD,NA,NA,NA,29,Schneider_Barner_2020,English (US)
975,101718-BW,NA,NA,NA,140,Schneider_Barner_2020,English (US)
976,101718-CA,NA,NA,NA,30,Schneider_Barner_2020,English (US)
977,101718-EW,NA,NA,NA,59,Schneider_Barner_2020,English (US)
978,101818-AS,NA,NA,NA,11,Schneider_Barner_2020,English (US)
979,101818-K,NA,NA,NA,28,Schneider_Barner_2020,English (US)
980,101818-LP,NA,NA,NA,29,Schneider_Barner_2020,English (US)
981,101818-LR,NA,NA,NA,14,Schneider_Barner_2020,English (US)
982,101818-PH,NA,NA,NA,29,Schneider_Barner_2020,English (US)
983,102418-FT,NA,NA,NA,110,Schneider_Barner_2020,English (US)
984,102418-JP,NA,NA,NA,12,Schneider_Barner_2020,English (US)
985,102418-JP1,NA,NA,NA,10,Schneider_Barner_2020,English (US)
986,102618-CP,NA,NA,NA,13,Schneider_Barner_2020,English (US)
987,AM-10,NA,NA,NA,10,Schneider_Barner_2020,English (India)
988,AM-11,NA,NA,NA,4,Schneider_Barner_2020,English (India)
989,AM-13-RS,NA,NA,NA,11,Schneider_Barner_2020,English (India)
990,AM-14,NA,NA,NA,10,Schneider_Barner_2020,English (India)
991,AM-15,NA,NA,NA,10,Schneider_Barner_2020,English (India)
992,AM-16,NA,NA,NA,39,Schneider_Barner_2020,English (India)
993,AM-17,NA,NA,NA,10,Schneider_Barner_2020,English (India)
994,AM-18,NA,NA,NA,15,Schneider_Barner_2020,English (India)
995,AM-2,NA,NA,NA,18,Schneider_Barner_2020,English (India)
996,AM-21,NA,NA,NA,85,Schneider_Barner_2020,English (India)
997,AM-22,NA,NA,NA,39,Schneider_Barner_2020,English (India)
998,AM-23,NA,NA,NA,100,Schneider_Barner_2020,English (India)
999,AM-25,NA,NA,NA,110,Schneider_Barner_2020,English (India)
1000,AM-26,NA,NA,NA,20,Schneider_Barner_2020,English (India)
1001,AM-27,NA,NA,NA,33,Schneider_Barner_2020,English (India)
1002,AM-3,NA,NA,NA,14,Schneider_Barner_2020,English (India)
1003,AM-30,NA,NA,NA,14,Schneider_Barner_2020,English (India)
1004,AM-31,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1005,AM-32,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1006,AM-33,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1007,AM-34,NA,NA,NA,39,Schneider_Barner_2020,English (India)
1008,AM-35,NA,NA,NA,20,Schneider_Barner_2020,English (India)
1009,AM-36,NA,NA,NA,59,Schneider_Barner_2020,English (India)
1010,AM-38,NA,NA,NA,39,Schneider_Barner_2020,English (India)
1011,AM-39,NA,NA,NA,24,Schneider_Barner_2020,English (India)
1012,AM-4,NA,NA,NA,14,Schneider_Barner_2020,English (India)
1013,AM-40,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1014,AM-41,NA,NA,NA,10,Schneider_Barner_2020,English (India)
1015,AM-42,NA,NA,NA,79,Schneider_Barner_2020,English (India)
1016,AM-43,NA,NA,NA,14,Schneider_Barner_2020,English (India)
1017,AM-44,NA,NA,NA,19,Schneider_Barner_2020,English (India)
1018,AM-45,NA,NA,NA,98,Schneider_Barner_2020,English (India)
1019,AM-46,NA,NA,NA,29,Schneider_Barner_2020,English (India)
1020,AM-47,NA,NA,NA,55,Schneider_Barner_2020,English (India)
1021,AM-48,NA,NA,NA,22,Schneider_Barner_2020,English (India)
1022,AM-49,NA,NA,NA,20,Schneider_Barner_2020,English (India)
1023,AM-5,NA,NA,NA,18,Schneider_Barner_2020,English (India)
1024,AM-52,NA,NA,NA,20,Schneider_Barner_2020,English (India)
1025,AM-53,NA,NA,NA,23,Schneider_Barner_2020,English (India)
1026,AM-54,NA,NA,NA,15,Schneider_Barner_2020,English (India)
1027,AM-57,NA,NA,NA,10,Schneider_Barner_2020,English (India)
1028,AM-65,NA,NA,NA,13,Schneider_Barner_2020,English (India)
1029,AM-67,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1030,AM-7,NA,NA,NA,10,Schneider_Barner_2020,English (India)
1031,AM-73,NA,NA,NA,62,Schneider_Barner_2020,English (India)
1032,AM-74,NA,NA,NA,30,Schneider_Barner_2020,English (India)
1033,AM-75,NA,NA,NA,14,Schneider_Barner_2020,English (India)
1034,AM-76,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1035,AM-8,NA,NA,NA,11,Schneider_Barner_2020,English (India)
1036,CH-AP-3,NA,NA,NA,20,Schneider_Barner_2020,Gujarati
1037,CH-AR-15,NA,NA,NA,5,Schneider_Barner_2020,Gujarati
1038,CH-AS-67,NA,NA,NA,10,Schneider_Barner_2020,Gujarati
1039,CH-BG-27,NA,NA,NA,13,Schneider_Barner_2020,Gujarati
1040,CH-BS-35,NA,NA,NA,40,Schneider_Barner_2020,Gujarati
1041,CH-DB-44,NA,NA,NA,34,Schneider_Barner_2020,Gujarati
1042,CH-DM-19,NA,NA,NA,76,Schneider_Barner_2020,Gujarati
1043,CH-DP-25,NA,NA,NA,15,Schneider_Barner_2020,Gujarati
1044,CH-DP-45,NA,NA,NA,33,Schneider_Barner_2020,Gujarati
1045,CH-DR-57,NA,NA,NA,32,Schneider_Barner_2020,Gujarati
1046,CH-DS-48,NA,NA,NA,6,Schneider_Barner_2020,Gujarati
1047,CH-DV-11,NA,NA,NA,19,Schneider_Barner_2020,Gujarati
1048,CH-HC-43,NA,NA,NA,88,Schneider_Barner_2020,Gujarati
1049,CH-HJ-37,NA,NA,NA,30,Schneider_Barner_2020,Gujarati
1050,CH-HR-12,NA,NA,NA,20,Schneider_Barner_2020,Gujarati
1051,CH-JP-10,NA,NA,NA,68,Schneider_Barner_2020,Gujarati
1052,CH-KB-42,NA,NA,NA,23,Schneider_Barner_2020,Gujarati
1053,CH-KB-58,NA,NA,NA,13,Schneider_Barner_2020,Gujarati
1054,CH-KC-17,NA,NA,NA,10,Schneider_Barner_2020,Gujarati
1055,CH-KP-65,NA,NA,NA,10,Schneider_Barner_2020,Gujarati
1056,CH-KU-13,NA,NA,NA,11,Schneider_Barner_2020,Gujarati
1057,CH-KV-4,NA,NA,NA,13,Schneider_Barner_2020,Gujarati
1058,CH-KV-8,NA,NA,NA,30,Schneider_Barner_2020,Gujarati
1059,CH-MJ-6,NA,NA,NA,66,Schneider_Barner_2020,Gujarati
1060,CH-MV-14,NA,NA,NA,48,Schneider_Barner_2020,Gujarati
1061,CH-NC-9,NA,NA,NA,30,Schneider_Barner_2020,Gujarati
1062,CH-NJ-20,NA,NA,NA,30,Schneider_Barner_2020,Gujarati
1063,CH-NM-16,NA,NA,NA,22,Schneider_Barner_2020,Gujarati
1064,CH-NP-68,NA,NA,NA,28,Schneider_Barner_2020,Gujarati
1065,CH-PS-22,NA,NA,NA,19,Schneider_Barner_2020,Gujarati
1066,CH-PS-23,NA,NA,NA,24,Schneider_Barner_2020,Gujarati
1067,CH-PS-41,NA,NA,NA,14,Schneider_Barner_2020,Gujarati
1068,CH-PV-36,NA,NA,NA,19,Schneider_Barner_2020,Gujarati
1069,CH-PY-18,NA,NA,NA,20,Schneider_Barner_2020,Gujarati
1070,CH-RD-53,NA,NA,NA,54,Schneider_Barner_2020,Gujarati
1071,CH-RH-31,NA,NA,NA,20,Schneider_Barner_2020,Gujarati
1072,CH-RM-7,NA,NA,NA,79,Schneider_Barner_2020,Gujarati
1073,CH-RP-39,NA,NA,NA,25,Schneider_Barner_2020,Gujarati
1074,CH-RS-52,NA,NA,NA,28,Schneider_Barner_2020,Gujarati
1075,CH-RV-40,NA,NA,NA,25,Schneider_Barner_2020,Gujarati
1076,CH-SC-2,NA,NA,NA,5,Schneider_Barner_2020,Gujarati
1077,CH-SM-34,NA,NA,NA,26,Schneider_Barner_2020,Gujarati
1078,CH-SP-51,NA,NA,NA,18,Schneider_Barner_2020,Gujarati
1079,CH-SP-54,NA,NA,NA,18,Schneider_Barner_2020,Gujarati
1080,CH-TK-63,NA,NA,NA,5,Schneider_Barner_2020,Gujarati
1081,CH-VC-1,NA,NA,NA,20,Schneider_Barner_2020,Gujarati
1082,CH-VN-66,NA,NA,NA,20,Schneider_Barner_2020,Gujarati
1083,CH-VR-59,NA,NA,NA,20,Schneider_Barner_2020,Gujarati
1084,GV-12-HV,NA,NA,NA,20,Schneider_Barner_2020,Gujarati
1085,GV-16-KM,NA,NA,NA,15,Schneider_Barner_2020,Gujarati
1086,GV-17-IP,NA,NA,NA,50,Schneider_Barner_2020,Gujarati
1087,GV-19-KG,NA,NA,NA,38,Schneider_Barner_2020,Gujarati
1088,GV-2-MP,NA,NA,NA,33,Schneider_Barner_2020,Gujarati
1089,GV-21-SB,NA,NA,NA,20,Schneider_Barner_2020,Gujarati
1090,GV-25-JB,NA,NA,NA,20,Schneider_Barner_2020,Gujarati
1091,GV-31-NR,NA,NA,NA,58,Schneider_Barner_2020,Gujarati
1092,GV-38-VL,NA,NA,NA,29,Schneider_Barner_2020,Gujarati
1093,GV-4-RP,NA,NA,NA,9,Schneider_Barner_2020,Gujarati
1094,GV-42-KA,NA,NA,NA,1,Schneider_Barner_2020,Gujarati
1095,GV-43-MP,NA,NA,NA,20,Schneider_Barner_2020,Gujarati
1096,GV-44-DP,NA,NA,NA,29,Schneider_Barner_2020,Gujarati
1097,GV-46-PP,NA,NA,NA,29,Schneider_Barner_2020,Gujarati
1098,GV-47-LR,NA,NA,NA,38,Schneider_Barner_2020,Gujarati
1099,GV-48-MR,NA,NA,NA,20,Schneider_Barner_2020,Gujarati
1100,GV-49-NR,NA,NA,NA,2,Schneider_Barner_2020,Gujarati
1101,GV-50-MR,NA,NA,NA,54,Schneider_Barner_2020,Gujarati
1102,GV-51-BR,NA,NA,NA,25,Schneider_Barner_2020,Gujarati
1103,GV-52-KR,NA,NA,NA,30,Schneider_Barner_2020,Gujarati
1104,GV-53-NR,NA,NA,NA,40,Schneider_Barner_2020,Gujarati
1105,GV-54-KR,NA,NA,NA,38,Schneider_Barner_2020,Gujarati
1106,GV-55-TR,NA,NA,NA,20,Schneider_Barner_2020,Gujarati
1107,GV-56-KS,NA,NA,NA,20,Schneider_Barner_2020,Gujarati
1108,GV-58-MU,NA,NA,NA,25,Schneider_Barner_2020,Gujarati
1109,GV-59-PV,NA,NA,NA,19,Schneider_Barner_2020,Gujarati
1110,GV-6-DP,NA,NA,NA,30,Schneider_Barner_2020,Gujarati
1111,GV-60-TV,NA,NA,NA,10,Schneider_Barner_2020,Gujarati
1112,GV-7-VS,NA,NA,NA,20,Schneider_Barner_2020,Gujarati
1113,GV-8-DS,NA,NA,NA,20,Schneider_Barner_2020,Gujarati
1114,GV-9-PS,NA,NA,NA,56,Schneider_Barner_2020,Gujarati
1115,SK-K-1-FP-G,NA,NA,NA,5,Schneider_Barner_2020,Gujarati
1116,SK-K-11-SM,NA,NA,NA,19,Schneider_Barner_2020,Hindi
1117,SK-K-12-RA,NA,NA,NA,10,Schneider_Barner_2020,Hindi
1118,SK-K-12B-AA,NA,NA,NA,30,Schneider_Barner_2020,Hindi
1119,SK-K-13-MP,NA,NA,NA,21,Schneider_Barner_2020,Hindi
1120,SK-K-17-DP,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1121,SK-K-18-PY,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1122,SK-K-20-RP,NA,NA,NA,68,Schneider_Barner_2020,Hindi
1123,SK-K-24-AS,NA,NA,NA,33,Schneider_Barner_2020,Hindi
1124,SK-K-25-VV,NA,NA,NA,30,Schneider_Barner_2020,Hindi
1125,SK-K-26-SS,NA,NA,NA,35,Schneider_Barner_2020,Hindi
1126,SK-K-3-KK,NA,NA,NA,30,Schneider_Barner_2020,Hindi
1127,SK-K-3B-RA,NA,NA,NA,22,Schneider_Barner_2020,Hindi
1128,SK-K-4-KU,NA,NA,NA,15,Schneider_Barner_2020,Hindi
1129,SK-K-6-SM,NA,NA,NA,16,Schneider_Barner_2020,Hindi
1130,SK-K-7-AK,NA,NA,NA,16,Schneider_Barner_2020,Hindi
1131,SK-K-7B-RK,NA,NA,NA,21,Schneider_Barner_2020,Hindi
1132,SK-K-8-GP,NA,NA,NA,17,Schneider_Barner_2020,Hindi
1133,SK-M-1-MP,NA,NA,NA,21,Schneider_Barner_2020,Hindi
1134,SK-M-10-CK,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1135,SK-M-12-DR,NA,NA,NA,16,Schneider_Barner_2020,Hindi
1136,SK-M-13-RK,NA,NA,NA,24,Schneider_Barner_2020,Hindi
1137,SK-M-14-AG,NA,NA,NA,16,Schneider_Barner_2020,Hindi
1138,SK-M-15-NK,NA,NA,NA,36,Schneider_Barner_2020,Hindi
1139,SK-M-16-KR,NA,NA,NA,35,Schneider_Barner_2020,Hindi
1140,SK-M-17-MG,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1141,SK-M-19-LK,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1142,SK-M-2-NK,NA,NA,NA,14,Schneider_Barner_2020,Hindi
1143,SK-M-22-AP,NA,NA,NA,50,Schneider_Barner_2020,Hindi
1144,SK-M-23-UP,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1145,SK-M-24-KP,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1146,SK-M-26-NS,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1147,SK-M-27-DJ,NA,NA,NA,22,Schneider_Barner_2020,Hindi
1148,SK-M-28-VV,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1149,SK-M-30-NV,NA,NA,NA,24,Schneider_Barner_2020,Hindi
1150,SK-M-32-PS,NA,NA,NA,36,Schneider_Barner_2020,Hindi
1151,SK-M-38-AB,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1152,SK-M-39-SC,NA,NA,NA,7,Schneider_Barner_2020,Hindi
1153,SK-M-4-GJ,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1154,SK-M-40-SP,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1155,SK-M-41-PR,NA,NA,NA,12,Schneider_Barner_2020,Hindi
1156,SK-M-44-MV,NA,NA,NA,18,Schneider_Barner_2020,Hindi
1157,SK-M-45-HP,NA,NA,NA,19,Schneider_Barner_2020,Hindi
1158,SK-M-46-DP,NA,NA,NA,21,Schneider_Barner_2020,Hindi
1159,SK-M-5-LS,NA,NA,NA,60,Schneider_Barner_2020,Hindi
1160,SK-M-7-PK,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1161,SR-1-BS,NA,NA,NA,4,Schneider_Barner_2020,Hindi
1162,SR-10B-NY,NA,NA,NA,6,Schneider_Barner_2020,Hindi
1163,SR-11-DL,NA,NA,NA,48,Schneider_Barner_2020,Hindi
1164,SR-14B-KS,NA,NA,NA,10,Schneider_Barner_2020,Hindi
1165,SR-15B-SB,NA,NA,NA,19,Schneider_Barner_2020,Hindi
1166,SR-16-KK,NA,NA,NA,16,Schneider_Barner_2020,Hindi
1167,SR-16B-BS,NA,NA,NA,23,Schneider_Barner_2020,Hindi
1168,SR-17B-SM,NA,NA,NA,34,Schneider_Barner_2020,Hindi
1169,SR-18B-RS,NA,NA,NA,47,Schneider_Barner_2020,Hindi
1170,SR-1B-SB,NA,NA,NA,24,Schneider_Barner_2020,Hindi
1171,SR-2-PS,NA,NA,NA,30,Schneider_Barner_2020,Hindi
1172,SR-20B-AP,NA,NA,NA,58,Schneider_Barner_2020,Hindi
1173,SR-21B-JG,NA,NA,NA,6,Schneider_Barner_2020,Hindi
1174,SR-23-BS,NA,NA,NA,9,Schneider_Barner_2020,Hindi
1175,SR-24-VR,NA,NA,NA,25,Schneider_Barner_2020,Hindi
1176,SR-28-KS,NA,NA,NA,24,Schneider_Barner_2020,Hindi
1177,SR-29-TR,NA,NA,NA,35,Schneider_Barner_2020,Hindi
1178,SR-3-RS,NA,NA,NA,12,Schneider_Barner_2020,Hindi
1179,SR-30-RP,NA,NA,NA,21,Schneider_Barner_2020,Hindi
1180,SR-32-UP,NA,NA,NA,30,Schneider_Barner_2020,Hindi
1181,SR-33-AC,NA,NA,NA,30,Schneider_Barner_2020,Hindi
1182,SR-34-VS,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1183,SR-35-KM,NA,NA,NA,48,Schneider_Barner_2020,Hindi
1184,SR-37-JP,NA,NA,NA,30,Schneider_Barner_2020,Hindi
1185,SR-38-JY,NA,NA,NA,21,Schneider_Barner_2020,Hindi
1186,SR-39-AT,NA,NA,NA,13,Schneider_Barner_2020,Hindi
1187,SR-3B-SY,NA,NA,NA,30,Schneider_Barner_2020,Hindi
1188,SR-40-KS,NA,NA,NA,15,Schneider_Barner_2020,Hindi
1189,SR-41-K,NA,NA,NA,14,Schneider_Barner_2020,Hindi
1190,SR-43-GS,NA,NA,NA,6,Schneider_Barner_2020,Hindi
1191,SR-45-HB,NA,NA,NA,28,Schneider_Barner_2020,Hindi
1192,SR-46-MM,NA,NA,NA,17,Schneider_Barner_2020,Hindi
1193,SR-49-RS,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1194,SR-4B-GB,NA,NA,NA,60,Schneider_Barner_2020,Hindi
1195,SR-5-HS,NA,NA,NA,15,Schneider_Barner_2020,Hindi
1196,SR-50-MS,NA,NA,NA,1,Schneider_Barner_2020,Hindi
1197,SR-53-KG,NA,NA,NA,15,Schneider_Barner_2020,Hindi
1198,SR-55-IS,NA,NA,NA,3,Schneider_Barner_2020,Hindi
1199,SR-57-RN,NA,NA,NA,5,Schneider_Barner_2020,Hindi
1200,SR-59-GP,NA,NA,NA,36,Schneider_Barner_2020,Hindi
1201,SR-5B-RR,NA,NA,NA,10,Schneider_Barner_2020,Hindi
1202,SR-6-MS,NA,NA,NA,26,Schneider_Barner_2020,Hindi
1203,SR-6B-BY,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1204,SR-7B-RS,NA,NA,NA,29,Schneider_Barner_2020,Hindi
1205,SR-8-MP,NA,NA,NA,19,Schneider_Barner_2020,Hindi
1206,SR-9-RK,NA,NA,NA,66,Schneider_Barner_2020,Hindi
1207,SW-AD-3,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1208,SW-AS-7,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1209,SW-AT-5,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1210,SW-DB-24,NA,NA,NA,20,Schneider_Barner_2020,English (India)
1211,SW-DB-31,NA,NA,NA,16,Schneider_Barner_2020,English (India)
1212,SW-DV-27,NA,NA,NA,15,Schneider_Barner_2020,English (India)
1213,SW-JM-4,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1214,SW-KD-16,NA,NA,NA,98,Schneider_Barner_2020,English (India)
1215,SW-KM-26,NA,NA,NA,24,Schneider_Barner_2020,English (India)
1216,SW-KP-18,NA,NA,NA,121,Schneider_Barner_2020,English (India)
1217,SW-MDH-8,NA,NA,NA,89,Schneider_Barner_2020,English (India)
1218,SW-PS-2,NA,NA,NA,110,Schneider_Barner_2020,English (India)
1219,SW-R-17,NA,NA,NA,29,Schneider_Barner_2020,English (India)
1220,SW-RG-19,NA,NA,NA,43,Schneider_Barner_2020,English (India)
1221,SW-SB-3B,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1222,SW-SM-13,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1223,SW-SS-33,NA,NA,NA,1,Schneider_Barner_2020,English (India)
1224,SW-ST-20,NA,NA,NA,12,Schneider_Barner_2020,English (India)
1225,SW-YD-10,NA,NA,NA,140,Schneider_Barner_2020,English (India)
1226,SW-YT-1,NA,NA,NA,39,Schneider_Barner_2020,English (India)
1227,SW-ZK-6,NA,NA,NA,94,Schneider_Barner_2020,English (India)