subject_id,quantity,response
100212-LM,1,10
100212-AR,1,1
100212-BL,1,10
100210-C1,1,1
100212-AA,1,1
100212-A1,1,3
100212-A2,1,1
100212-E,1,10
100312-LM,1,1
100312-PH,1,1
100312-RW,1,1
100312-OF,1,1
100312-EL,1,1
100312-CA,1,1
100312-HG,1,1
100312-GS,1,1
100312-QH,1,1
100312-MK,1,1
100512-JC,1,1
100912-TL,1,10
100912-LB,1,10
100912-DH,1,10
100912-AB,1,1
101012-NS,1,1
101012-SK,1,10
101012-AD,1,1
101012-PL,1,10
101012-AC,1,1
101012-LO,1,10
101012-AW,1,1
101012-GS,1,1
100812-WA,1,1
101112-GA,1,1
101112-AA,1,1
101112-AD,1,10
101112-KW,1,1
101112-B,1,1
101112-XD,1,1
101112-CW,1,1
101112-AC,1,10
101212-RB,1,1
101212-HS,1,1
101612-TK,1,10
101612-NR,1,10
101612-SD,1,1
101912-NW,1,10
101912-GW,1,10
101912-SW,1,1
101812-S1,1,10
101812-S2,1,1
101812-BB,1,10
102512-JG,1,1
102512-MH,1,10
102612-JD,1,1
102612-LD,1,1
102612-MN,1,1
110712-CN,1,1
110712-JB,1,10
110712-CM,1,1
110712-ML,1,1
110812-SM,1,1
110612-BP,1,1
110612-DR,1,10
110712-MS,1,1
110512-JF,1,1
110812-PF,1,1
110912-AC,1,1
110912-OV,1,1
111412-KP,1,10
111512-JS,1,1
112612-JG,1,1
112612-CJ,1,1
112612-SB,1,10
112612-DF,1,10
112612-KJ,1,1
112612-YM,1,1
112712-IM,1,10
112712-DA,1,1
120312-GB,1,2
100212-LM,2,10
100212-AR,2,2
100212-BL,2,10
100210-C1,2,2
100212-AA,2,2
100212-A1,2,5
100212-A2,2,2
100212-E,2,10
100312-LM,2,2
100312-PH,2,2
100312-RW,2,2
100312-OF,2,2
100312-EL,2,2
100312-CA,2,2
100312-HG,2,2
100312-GS,2,2
100312-QH,2,2
100312-MK,2,2
100512-JC,2,2
100912-TL,2,10
100912-LB,2,10
100912-DH,2,10
100912-AB,2,2
101012-NS,2,2
101012-SK,2,10
101012-AD,2,2
101012-PL,2,10
101012-AC,2,2
101012-LO,2,10
101012-AW,2,2
101012-GS,2,2
100812-WA,2,2
101112-GA,2,2
101112-AA,2,2
101112-AD,2,10
101112-KW,2,2
101112-B,2,2
101112-XD,2,2
101112-CW,2,2
101112-AC,2,10
101212-RB,2,2
101212-HS,2,2
101612-TK,2,2
101612-NR,2,10
101612-SD,2,2
101912-NW,2,10
101912-GW,2,10
101912-SW,2,4
101812-S1,2,2
101812-S2,2,3
101812-BB,2,2
102512-JG,2,2
102512-MH,2,2
102612-JD,2,2
102612-LD,2,2
102612-MN,2,2
110712-CN,2,2
110712-JB,2,10
110712-CM,2,2
110712-ML,2,2
110812-SM,2,2
110612-BP,2,2
110612-DR,2,10
110712-MS,2,2
110512-JF,2,2
110812-PF,2,2
110912-AC,2,2
110912-OV,2,2
111412-KP,2,10
111512-JS,2,2
112612-JG,2,2
112612-CJ,2,2
112612-SB,2,10
112612-DF,2,10
112612-KJ,2,2
112612-YM,2,2
112712-IM,2,10
112712-DA,2,2
120312-GB,2,2
100212-LM,4,10
100212-AR,4,4
100212-BL,4,10
100210-C1,4,5
100212-AA,4,2
100212-A1,4,10
100212-A2,4,4
100212-E,4,2
100312-LM,4,4
100312-PH,4,4
100312-RW,4,4
100312-OF,4,6
100312-EL,4,4
100312-CA,4,4
100312-HG,4,4
100312-GS,4,4
100312-QH,4,4
100312-MK,4,4
100512-JC,4,3
100912-TL,4,10
100912-LB,4,10
100912-DH,4,10
100912-AB,4,4
101012-NS,4,4
101012-SK,4,10
101012-AD,4,4
101012-PL,4,10
101012-AC,4,4
101012-LO,4,10
101012-AW,4,4
101012-GS,4,3
100812-WA,4,4
101112-GA,4,4
101112-AA,4,3
101112-AD,4,10
101112-KW,4,4
101112-B,4,4
101112-XD,4,4
101112-CW,4,4
101112-AC,4,4
101212-RB,4,4
101212-HS,4,3
101612-TK,4,6
101612-NR,4,10
101612-SD,4,4
101912-NW,4,10
101912-GW,4,5
101912-SW,4,1
101812-S1,4,10
101812-S2,4,6
101812-BB,4,2
102512-JG,4,4
102512-MH,4,4
102612-JD,4,1
102612-LD,4,4
102612-MN,4,4
110712-CN,4,4
110712-JB,4,10
110712-CM,4,2
110712-ML,4,10
110812-SM,4,4
110612-BP,4,4
110612-DR,4,7
110712-MS,4,4
110512-JF,4,4
110812-PF,4,4
110912-AC,4,4
110912-OV,4,4
111412-KP,4,10
111512-JS,4,4
112612-JG,4,4
112612-CJ,4,3
112612-SB,4,2
112612-DF,4,10
112612-KJ,4,4
112612-YM,4,4
112712-IM,4,10
112712-DA,4,4
120312-GB,4,2
100212-LM,8,10
100212-AR,8,7
100212-BL,8,10
100210-C1,8,6
100212-AA,8,1
100212-A1,8,8
100212-A2,8,8
100212-E,8,10
100312-LM,8,8
100312-PH,8,7
100312-RW,8,4
100312-OF,8,3
100312-EL,8,8
100312-CA,8,8
100312-HG,8,7
100312-GS,8,8
100312-QH,8,8
100312-MK,8,8
100512-JC,8,3
100912-TL,8,10
100912-LB,8,10
100912-DH,8,10
100912-AB,8,7
101012-NS,8,8
101012-SK,8,10
101012-AD,8,8
101012-PL,8,10
101012-AC,8,8
101012-LO,8,10
101012-AW,8,10
101012-GS,8,4
100812-WA,8,8
101112-GA,8,8
101112-AA,8,4
101112-AD,8,10
101112-KW,8,9
101112-B,8,8
101112-XD,8,8
101112-CW,8,8
101112-AC,8,9
101212-RB,8,8
101212-HS,8,3
101612-TK,8,7
101612-NR,8,10
101612-SD,8,8
101912-NW,8,10
101912-GW,8,4
101912-SW,8,3
101812-S1,8,2
101812-S2,8,1
101812-BB,8,2
102512-JG,8,8
102512-MH,8,10
102612-JD,8,1
102612-LD,8,8
102612-MN,8,8
110712-CN,8,10
110712-JB,8,10
110712-CM,8,3
110712-ML,8,2
110812-SM,8,8
110612-BP,8,8
110612-DR,8,5
110712-MS,8,5
110512-JF,8,8
110812-PF,8,7
110912-AC,8,10
110912-OV,8,8
111412-KP,8,10
111512-JS,8,9
112612-JG,8,8
112612-CJ,8,10
112612-SB,8,2
112612-DF,8,10
112612-KJ,8,5
112612-YM,8,8
112712-IM,8,10
112712-DA,8,8
120312-GB,8,2
100212-LM,5,10
100212-AR,5,5
100212-BL,5,10
100210-C1,5,6
100212-AA,5,2
100212-A1,5,10
100212-A2,5,5
100212-E,5,NA
100312-LM,5,5
100312-PH,5,9
100312-RW,5,4
100312-OF,5,10
100312-EL,5,5
100312-CA,5,5
100312-HG,5,5
100312-GS,5,5
100312-QH,5,5
100312-MK,5,5
100512-JC,5,5
100912-TL,5,10
100912-LB,5,10
100912-DH,5,10
100912-AB,5,5
101012-NS,5,5
101012-SK,5,10
101012-AD,5,5
101012-PL,5,10
101012-AC,5,5
101012-LO,5,10
101012-AW,5,4
101012-GS,5,9
100812-WA,5,5
101112-GA,5,5
101112-AA,5,7
101112-AD,5,10
101112-KW,5,5
101112-B,5,5
101112-XD,5,5
101112-CW,5,5
101112-AC,5,6
101212-RB,5,5
101212-HS,5,5
101612-TK,5,7
101612-NR,5,10
101612-SD,5,5
101912-NW,5,10
101912-GW,5,10
101912-SW,5,3
101812-S1,5,2
101812-S2,5,1
101812-BB,5,10
102512-JG,5,5
102512-MH,5,10
102612-JD,5,1
102612-LD,5,5
102612-MN,5,5
110712-CN,5,10
110712-JB,5,10
110712-CM,5,10
110712-ML,5,3
110812-SM,5,5
110612-BP,5,5
110612-DR,5,9
110712-MS,5,7
110512-JF,5,5
110812-PF,5,5
110912-AC,5,5
110912-OV,5,4
111412-KP,5,10
111512-JS,5,4
112612-JG,5,5
112612-CJ,5,4
112612-SB,5,2
112612-DF,5,10
112612-KJ,5,10
112612-YM,5,5
112712-IM,5,10
112712-DA,5,5
120312-GB,5,2
100212-LM,3,10
100212-AR,3,3
100212-BL,3,NA
100210-C1,3,7
100212-AA,3,2
100212-A1,3,2
100212-A2,3,3
100212-E,3,NA
100312-LM,3,3
100312-PH,3,3
100312-RW,3,3
100312-OF,3,4
100312-EL,3,3
100312-CA,3,3
100312-HG,3,3
100312-GS,3,3
100312-QH,3,3
100312-MK,3,3
100512-JC,3,3
100912-TL,3,10
100912-LB,3,10
100912-DH,3,10
100912-AB,3,3
101012-NS,3,3
101012-SK,3,10
101012-AD,3,3
101012-PL,3,10
101012-AC,3,3
101012-LO,3,10
101012-AW,3,3
101012-GS,3,3
100812-WA,3,3
101112-GA,3,3
101112-AA,3,8
101112-AD,3,10
101112-KW,3,3
101112-B,3,3
101112-XD,3,3
101112-CW,3,3
101112-AC,3,3
101212-RB,3,3
101212-HS,3,4
101612-TK,3,4
101612-NR,3,10
101612-SD,3,3
101912-NW,3,10
101912-GW,3,NA
101912-SW,3,2
101812-S1,3,10
101812-S2,3,NA
101812-BB,3,4
102512-JG,3,3
102512-MH,3,3
102612-JD,3,1
102612-LD,3,3
102612-MN,3,3
110712-CN,3,3
110712-JB,3,10
110712-CM,3,6
110712-ML,3,3
110812-SM,3,3
110612-BP,3,3
110612-DR,3,5
110712-MS,3,3
110512-JF,3,3
110812-PF,3,3
110912-AC,3,3
110912-OV,3,3
111412-KP,3,10
111512-JS,3,3
112612-JG,3,3
112612-CJ,3,10
112612-SB,3,3
112612-DF,3,10
112612-KJ,3,3
112612-YM,3,3
112712-IM,3,10
112712-DA,3,3
120312-GB,3,2
100212-LM,10,10
100212-AR,10,10
100212-BL,10,NA
100210-C1,10,7
100212-AA,10,8
100212-A1,10,3
100212-A2,10,10
100212-E,10,NA
100312-LM,10,10
100312-PH,10,4
100312-RW,10,4
100312-OF,10,2
100312-EL,10,10
100312-CA,10,10
100312-HG,10,10
100312-GS,10,10
100312-QH,10,10
100312-MK,10,10
100512-JC,10,3
100912-TL,10,10
100912-LB,10,10
100912-DH,10,10
100912-AB,10,10
101012-NS,10,10
101012-SK,10,10
101012-AD,10,10
101012-PL,10,10
101012-AC,10,10
101012-LO,10,10
101012-AW,10,10
101012-GS,10,4
100812-WA,10,10
101112-GA,10,10
101112-AA,10,10
101112-AD,10,10
101112-KW,10,7
101112-B,10,10
101112-XD,10,10
101112-CW,10,10
101112-AC,10,10
101212-RB,10,10
101212-HS,10,7
101612-TK,10,10
101612-NR,10,10
101612-SD,10,10
101912-NW,10,10
101912-GW,10,NA
101912-SW,10,4
101812-S1,10,1
101812-S2,10,NA
101812-BB,10,6
102512-JG,10,10
102512-MH,10,7
102612-JD,10,1
102612-LD,10,10
102612-MN,10,10
110712-CN,10,10
110712-JB,10,10
110712-CM,10,6
110712-ML,10,6
110812-SM,10,10
110612-BP,10,10
110612-DR,10,3
110712-MS,10,10
110512-JF,10,10
110812-PF,10,10
110912-AC,10,4
110912-OV,10,10
111412-KP,10,10
111512-JS,10,10
112612-JG,10,10
112612-CJ,10,10
112612-SB,10,3
112612-DF,10,10
112612-KJ,10,4
112612-YM,10,10
112712-IM,10,10
112712-DA,10,8
120312-GB,10,2
100212-LM,3,NA
100212-AR,3,3
100212-BL,3,NA
100210-C1,3,7
100212-AA,3,NA
100212-A1,3,NA
100212-A2,3,3
100212-E,3,NA
100312-LM,3,3
100312-PH,3,3
100312-RW,3,5
100312-OF,3,4
100312-EL,3,3
100312-CA,3,3
100312-HG,3,3
100312-GS,3,3
100312-QH,3,3
100312-MK,3,3
100512-JC,3,3
100912-TL,3,NA
100912-LB,3,NA
100912-DH,3,NA
100912-AB,3,3
101012-NS,3,3
101012-SK,3,NA
101012-AD,3,3
101012-PL,3,10
101012-AC,3,3
101012-LO,3,NA
101012-AW,3,3
101012-GS,3,4
100812-WA,3,3
101112-GA,3,3
101112-AA,3,3
101112-AD,3,NA
101112-KW,3,3
101112-B,3,3
101112-XD,3,3
101112-CW,3,3
101112-AC,3,3
101212-RB,3,3
101212-HS,3,4
101612-TK,3,5
101612-NR,3,NA
101612-SD,3,3
101912-NW,3,NA
101912-GW,3,NA
101912-SW,3,1
101812-S1,3,NA
101812-S2,3,NA
101812-BB,3,7
102512-JG,3,3
102512-MH,3,3
102612-JD,3,1
102612-LD,3,3
102612-MN,3,3
110712-CN,3,3
110712-JB,3,10
110712-CM,3,3
110712-ML,3,10
110812-SM,3,3
110612-BP,3,3
110612-DR,3,3
110712-MS,3,3
110512-JF,3,3
110812-PF,3,3
110912-AC,3,3
110912-OV,3,3
111412-KP,3,NA
111512-JS,3,3
112612-JG,3,3
112612-CJ,3,8
112612-SB,3,3
112612-DF,3,10
112612-KJ,3,10
112612-YM,3,3
112712-IM,3,NA
112712-DA,3,3
120312-GB,3,NA
100212-LM,10,NA
100212-AR,10,10
100212-BL,10,NA
100210-C1,10,10
100212-AA,10,NA
100212-A1,10,NA
100212-A2,10,10
100212-E,10,NA
100312-LM,10,10
100312-PH,10,4
100312-RW,10,4
100312-OF,10,7
100312-EL,10,10
100312-CA,10,10
100312-HG,10,10
100312-GS,10,10
100312-QH,10,10
100312-MK,10,10
100512-JC,10,4
100912-TL,10,NA
100912-LB,10,NA
100912-DH,10,NA
100912-AB,10,10
101012-NS,10,10
101012-SK,10,NA
101012-AD,10,10
101012-PL,10,10
101012-AC,10,10
101012-LO,10,NA
101012-AW,10,10
101012-GS,10,10
100812-WA,10,9
101112-GA,10,9
101112-AA,10,10
101112-AD,10,NA
101112-KW,10,9
101112-B,10,9
101112-XD,10,10
101112-CW,10,10
101112-AC,10,9
101212-RB,10,10
101212-HS,10,3
101612-TK,10,9
101612-NR,10,NA
101612-SD,10,10
101912-NW,10,NA
101912-GW,10,NA
101912-SW,10,1
101812-S1,10,NA
101812-S2,10,NA
101812-BB,10,6
102512-JG,10,10
102512-MH,10,7
102612-JD,10,1
102612-LD,10,10
102612-MN,10,10
110712-CN,10,8
110712-JB,10,10
110712-CM,10,4
110712-ML,10,10
110812-SM,10,10
110612-BP,10,10
110612-DR,10,4
110712-MS,10,10
110512-JF,10,10
110812-PF,10,10
110912-AC,10,6
110912-OV,10,10
111412-KP,10,NA
111512-JS,10,10
112612-JG,10,10
112612-CJ,10,4
112612-SB,10,2
112612-DF,10,10
112612-KJ,10,6
112612-YM,10,10
112712-IM,10,NA
112712-DA,10,8
120312-GB,10,NA
100212-LM,4,NA
100212-AR,4,4
100212-BL,4,NA
100210-C1,4,10
100212-AA,4,NA
100212-A1,4,NA
100212-A2,4,4
100212-E,4,NA
100312-LM,4,4
100312-PH,4,5
100312-RW,4,7
100312-OF,4,4
100312-EL,4,4
100312-CA,4,4
100312-HG,4,4
100312-GS,4,4
100312-QH,4,4
100312-MK,4,4
100512-JC,4,3
100912-TL,4,NA
100912-LB,4,NA
100912-DH,4,NA
100912-AB,4,4
101012-NS,4,4
101012-SK,4,NA
101012-AD,4,4
101012-PL,4,10
101012-AC,4,4
101012-LO,4,NA
101012-AW,4,4
101012-GS,4,3
100812-WA,4,4
101112-GA,4,4
101112-AA,4,4
101112-AD,4,NA
101112-KW,4,4
101112-B,4,4
101112-XD,4,4
101112-CW,4,4
101112-AC,4,3
101212-RB,4,4
101212-HS,4,3
101612-TK,4,6
101612-NR,4,NA
101612-SD,4,4
101912-NW,4,NA
101912-GW,4,NA
101912-SW,4,2
101812-S1,4,NA
101812-S2,4,NA
101812-BB,4,5
102512-JG,4,4
102512-MH,4,10
102612-JD,4,1
102612-LD,4,4
102612-MN,4,4
110712-CN,4,4
110712-JB,4,10
110712-CM,4,3
110712-ML,4,10
110812-SM,4,4
110612-BP,4,4
110612-DR,4,7
110712-MS,4,10
110512-JF,4,4
110812-PF,4,4
110912-AC,4,4
110912-OV,4,3
111412-KP,4,NA
111512-JS,4,4
112612-JG,4,4
112612-CJ,4,10
112612-SB,4,5
112612-DF,4,10
112612-KJ,4,4
112612-YM,4,4
112712-IM,4,NA
112712-DA,4,4
120312-GB,4,NA
100212-LM,1,NA
100212-AR,1,1
100212-BL,1,NA
100210-C1,1,NA
100212-AA,1,NA
100212-A1,1,NA
100212-A2,1,1
100212-E,1,NA
100312-LM,1,1
100312-PH,1,1
100312-RW,1,1
100312-OF,1,1
100312-EL,1,1
100312-CA,1,1
100312-HG,1,1
100312-GS,1,1
100312-QH,1,1
100312-MK,1,1
100512-JC,1,1
100912-TL,1,NA
100912-LB,1,NA
100912-DH,1,NA
100912-AB,1,1
101012-NS,1,1
101012-SK,1,NA
101012-AD,1,1
101012-PL,1,10
101012-AC,1,1
101012-LO,1,NA
101012-AW,1,1
101012-GS,1,1
100812-WA,1,1
101112-GA,1,1
101112-AA,1,1
101112-AD,1,NA
101112-KW,1,1
